trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
473,False,"{'a': 0.75, 'e': 0.38092482436688185}",25,0,9.253275942693879,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
474,False,"{'a': 0.75, 'e': 0.3786121213542329}",25,0,7.406576387162836,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
475,False,"{'a': 0.75, 'e': 0.3762970520170581}",25,18,14.411407239464904,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.75, 'e': 0.37397963082453317}",25,14,2.0936998583364494,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
477,False,"{'a': 0.75, 'e': 0.371659872260533}",20,2,-7.480138644861393,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 0}",1
478,False,"{'a': 0.75, 'e': 0.3693377908235408}",25,13,20.5168699041166,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.75, 'e': 0.3670134010265584}",20,4,22.35023669332667,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.75, 'e': 0.3646867173970143}",20,9,-15.24491282083359,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
481,False,"{'a': 0.75, 'e': 0.3623577544766736}",35,0,-53.92757393573735,"{0: 30, 1: 2, 2: 1, 3: 0, 4: 2}",0
482,False,"{'a': 0.75, 'e': 0.3600265268215468}",20,10,-0.6630296548060897,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
483,False,"{'a': 0.75, 'e': 0.3576930490017995}",25,1,-42.97125777740782,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 1}",1
484,False,"{'a': 0.75, 'e': 0.35535733560166033}",25,0,1.193665027431309,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
485,False,"{'a': 0.75, 'e': 0.3530194012193304}",25,10,-6.852003861065825,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
486,False,"{'a': 0.75, 'e': 0.35067926046689174}",20,0,31.94552869728189,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
487,False,"{'a': 0.75, 'e': 0.348336927970217}",20,8,-1.1372135750688608,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
488,False,"{'a': 0.75, 'e': 0.3459924183688763}",30,7,-14.070323278930346,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 0}",1
489,False,"{'a': 0.75, 'e': 0.34364574631604705}",20,0,-23.58391449353754,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
490,False,"{'a': 0.75, 'e': 0.34129692647842197}",20,5,12.113170179108224,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.75, 'e': 0.3389459735361172}",30,22,15.373793701148728,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.75, 'e': 0.3365929021825814}",20,0,-5.834801697032547,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
493,False,"{'a': 0.75, 'e': 0.3342377271245026}",25,2,16.782879874472716,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
494,False,"{'a': 0.75, 'e': 0.3318804630817173}",25,8,8.567173690348394,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
495,False,"{'a': 0.75, 'e': 0.32952112478711787}",20,14,-28.97765945703896,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
496,False,"{'a': 0.75, 'e': 0.3271597269865614}",30,15,-41.55104207067143,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
497,False,"{'a': 0.75, 'e': 0.32479628443877623}",25,0,20.533221372256026,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
498,False,"{'a': 0.75, 'e': 0.3224308119152706}",25,14,18.331272578643915,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.75, 'e': 0.32006332420023986}",25,7,22.0933409603949,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.75, 'e': 0.31769383609047497}",35,8,38.77944531097158,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.75, 'e': 0.3153223623952687}",25,19,-29.903220971736836,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
502,False,"{'a': 0.75, 'e': 0.31294891793632384}",20,10,-38.28325696620182,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
503,False,"{'a': 0.75, 'e': 0.3105735175476604}",20,4,14.342182396473238,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
504,False,"{'a': 0.75, 'e': 0.30819617607552346}",30,0,-155.93147468699038,"{0: 24, 1: 0, 2: 1, 3: 1, 4: 4}",0
505,False,"{'a': 0.75, 'e': 0.30581690837828934}",20,5,16.761713746930774,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
506,False,"{'a': 0.75, 'e': 0.3034357293263733}",30,15,16.434470887990244,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
507,False,"{'a': 0.75, 'e': 0.3010526538021365}",20,6,-90.92016122119797,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 2}",1
508,False,"{'a': 0.75, 'e': 0.2986676966997937}",25,0,-41.44611891249461,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
509,False,"{'a': 0.75, 'e': 0.29628087292531874}",20,0,-50.89189826357415,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
510,False,"{'a': 0.75, 'e': 0.2938921973963524}",25,0,17.579695260639646,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
511,False,"{'a': 0.75, 'e': 0.2915016850421088}",20,10,18.443560160197602,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.75, 'e': 0.28910935080328287}",20,6,7.032082873306056,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
513,False,"{'a': 0.75, 'e': 0.2867152096319555}",20,9,16.151251259618185,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.75, 'e': 0.28431927649150124}",30,3,-38.447602302782,"{0: 23, 1: 1, 2: 1, 3: 1, 4: 1}",1
515,False,"{'a': 0.75, 'e': 0.2819215663564944}",25,0,-1.6986693998734417,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
516,False,"{'a': 0.75, 'e': 0.27952209421261537}",20,14,-11.484755218592841,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
517,False,"{'a': 0.75, 'e': 0.2771208750565576}",20,0,-85.83497311410177,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
518,False,"{'a': 0.75, 'e': 0.27471792389593286}",30,16,8.2203201655927,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
519,False,"{'a': 0.75, 'e': 0.272313255749178}",20,0,-23.28272015603256,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
520,False,"{'a': 0.75, 'e': 0.2699068856454609}",30,0,-18.541627251866245,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",1
521,False,"{'a': 0.75, 'e': 0.26749882862458735}",20,8,-1.5974154701196648,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
522,False,"{'a': 0.75, 'e': 0.2650890997369057}",20,0,5.017760085693305,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
523,False,"{'a': 0.75, 'e': 0.26267771404321355}",20,0,-16.53778223862659,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
524,False,"{'a': 0.75, 'e': 0.26026468661466357}",20,12,12.251289742531918,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.75, 'e': 0.25785003253266964}",20,0,-70.42610619934467,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
526,False,"{'a': 0.75, 'e': 0.2554337668888117}",20,4,-26.88034625959511,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
527,False,"{'a': 0.75, 'e': 0.25301590478474223}",20,9,17.664186149931332,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.75, 'e': 0.25059646133209124}",25,5,-22.29102318711543,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
529,False,"{'a': 0.75, 'e': 0.2481754516523729}",20,1,-5.996755471803965,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
530,False,"{'a': 0.75, 'e': 0.2457528908768896}",20,0,-23.845419136321556,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
531,False,"{'a': 0.75, 'e': 0.24332879414663827}",20,11,9.367019152728988,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.75, 'e': 0.24090317661221541}",30,17,-21.70644860452475,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
533,False,"{'a': 0.75, 'e': 0.23847605343372313}",20,0,1.8421176101403098,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
534,False,"{'a': 0.75, 'e': 0.2360474397806732}",20,0,-1.6909938342807316,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
535,False,"{'a': 0.75, 'e': 0.233617350831893}",25,0,34.61279271429293,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
536,False,"{'a': 0.75, 'e': 0.23118580177543036}",30,15,9.327249368638899,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.75, 'e': 0.22875280780845939}",25,0,-38.77670950547356,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
538,False,"{'a': 0.75, 'e': 0.22631838413718425}",20,8,7.68551741520724,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
539,False,"{'a': 0.75, 'e': 0.22388254597674498}",25,10,-24.25059063988853,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
540,False,"{'a': 0.75, 'e': 0.22144530855112216}",35,0,-18.141419301302697,"{0: 31, 1: 1, 2: 2, 3: 0, 4: 1}",0
541,False,"{'a': 0.75, 'e': 0.2190066870930415}",30,15,13.50337234276386,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
542,False,"{'a': 0.75, 'e': 0.21656669684387964}",30,4,10.16398427733105,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 0}",1
543,False,"{'a': 0.75, 'e': 0.21412535305356747}",30,0,-36.201681555368665,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
544,False,"{'a': 0.75, 'e': 0.21168267098049576}",30,12,16.45419000767133,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
545,False,"{'a': 0.75, 'e': 0.20923866589141926}",20,6,-0.2800591434051156,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
546,False,"{'a': 0.75, 'e': 0.2067933530613623}",35,15,-19.729949605475603,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
547,False,"{'a': 0.75, 'e': 0.20434674777352183}",30,16,-49.75288717414798,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
548,False,"{'a': 0.75, 'e': 0.20189886531917295}",20,7,-39.60456370550638,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
549,False,"{'a': 0.75, 'e': 0.19944972099757285}",25,20,9.83348183290043,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.75, 'e': 0.196999330115866}",25,17,3.1178253425232194,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
551,False,"{'a': 0.75, 'e': 0.19454770798898718}",25,0,-21.165778190544636,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
552,False,"{'a': 0.75, 'e': 0.19209486993956673}",20,13,16.25987798916365,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.75, 'e': 0.18964083129783424}",35,11,34.19300996397958,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.75, 'e': 0.1871856074015237}",25,14,19.159293210571093,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.75, 'e': 0.1847292135957762}",25,15,7.672145304698707,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.75, 'e': 0.18227166523304508}",25,12,5.301984972648192,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
557,False,"{'a': 0.75, 'e': 0.17981297767299936}",25,11,-27.79226256093649,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
558,False,"{'a': 0.75, 'e': 0.17735316628242873}",25,17,13.085288049434059,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.75, 'e': 0.17489224643514614}",25,9,28.987493353735562,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.75, 'e': 0.17243023351189266}",25,3,-18.41888595069021,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
561,False,"{'a': 0.75, 'e': 0.16996714290024081}",20,14,9.871551233555227,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.75, 'e': 0.16750298999449934}",20,8,25.29130725658764,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.75, 'e': 0.16503779019561562}",20,6,15.096799221838996,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
564,False,"{'a': 0.75, 'e': 0.16257155891108044}",20,8,8.96912789798332,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
565,False,"{'a': 0.75, 'e': 0.16010431155483126}",25,6,25.701092809587557,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.75, 'e': 0.15763606354715584}",20,8,15.096365568494022,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.75, 'e': 0.15516683031459658}",30,11,23.787061456976556,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.75, 'e': 0.15269662728985298}",20,0,6.64923180893664,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
569,False,"{'a': 0.75, 'e': 0.15022546991168584}",35,21,1.6256947883693753,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
570,False,"{'a': 0.75, 'e': 0.14775337362482058}",20,13,11.117583463309035,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.75, 'e': 0.14528035387985133}",20,12,6.318553700414448,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.75, 'e': 0.14280642613314326}",20,6,-41.85715029825774,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
573,False,"{'a': 0.75, 'e': 0.14033160584673673}",30,20,19.87276380959336,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.75, 'e': 0.13785590848825025}",25,11,10.559132503929186,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
575,False,"{'a': 0.75, 'e': 0.13537934953078465}",30,21,18.340410619237062,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.75, 'e': 0.13290194445282522}",20,6,3.7948583971386904,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
