trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
105,False,"{'a': 0.75, 'e': 0.9663899781345132}",20,0,-122.59235279264502,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
106,False,"{'a': 0.75, 'e': 0.9657442574571544}",25,0,-85.30678272840865,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 0}",0
107,False,"{'a': 0.75, 'e': 0.9650925008813303}",25,0,-108.1884655961021,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
108,False,"{'a': 0.75, 'e': 0.9644347124805172}",20,0,-106.8555052568073,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
109,False,"{'a': 0.75, 'e': 0.9637708963658905}",20,0,-159.71108613101737,"{0: 7, 1: 3, 2: 7, 3: 2, 4: 1}",0
110,False,"{'a': 0.75, 'e': 0.9631010566862989}",30,0,-161.00417911342873,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 2}",0
111,False,"{'a': 0.75, 'e': 0.962425197628238}",25,0,-144.16491692852568,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
112,False,"{'a': 0.75, 'e': 0.9617433234158248}",25,0,-113.77393261096609,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
113,False,"{'a': 0.75, 'e': 0.9610554383107709}",20,0,-118.95301305555748,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
114,False,"{'a': 0.75, 'e': 0.9603615466123561}",25,0,-101.49686625373795,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
115,False,"{'a': 0.75, 'e': 0.9596616526574011}",20,0,-144.9186109134617,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
116,False,"{'a': 0.75, 'e': 0.9589557608202409}",20,0,-231.25175624905415,"{0: 8, 1: 0, 2: 6, 3: 3, 4: 3}",0
117,False,"{'a': 0.75, 'e': 0.9582438755126972}",25,0,-191.96768041307342,"{0: 14, 1: 0, 2: 7, 3: 1, 4: 3}",0
118,False,"{'a': 0.75, 'e': 0.9575260011840507}",20,0,-158.1915979186757,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
119,False,"{'a': 0.75, 'e': 0.9568021423210139}",20,0,-107.54899657720243,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
120,False,"{'a': 0.75, 'e': 0.9560723034477021}",25,9,-74.53337224846842,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 1}",1
121,False,"{'a': 0.75, 'e': 0.955336489125606}",20,0,-45.9753089010184,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
122,False,"{'a': 0.75, 'e': 0.9545947039535627}",30,0,-119.42176895554122,"{0: 18, 1: 5, 2: 5, 3: 1, 4: 1}",0
123,False,"{'a': 0.75, 'e': 0.9538469525677271}",20,0,-82.64293530209557,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
124,False,"{'a': 0.75, 'e': 0.9530932396415428}",20,0,-98.1788855614904,"{0: 11, 1: 1, 2: 5, 3: 3, 4: 0}",0
125,False,"{'a': 0.75, 'e': 0.9523335698857134}",25,0,-56.55831996460327,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
126,False,"{'a': 0.75, 'e': 0.9515679480481722}",20,0,-117.78713673753309,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
127,False,"{'a': 0.75, 'e': 0.9507963789140532}",30,0,-132.67523427277274,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
128,False,"{'a': 0.75, 'e': 0.9500188673056611}",20,0,-101.40607213283673,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
129,False,"{'a': 0.75, 'e': 0.9492354180824408}",30,0,-137.92039857535295,"{0: 20, 1: 2, 2: 4, 3: 2, 4: 2}",0
130,False,"{'a': 0.75, 'e': 0.9484460361409476}",20,0,-98.10084391729782,"{0: 10, 1: 1, 2: 8, 3: 1, 4: 0}",0
131,False,"{'a': 0.75, 'e': 0.9476507264148157}",30,17,-44.73906678294202,"{0: 8, 1: 2, 2: 1, 3: 2, 4: 0}",1
132,False,"{'a': 0.75, 'e': 0.9468494938747286}",20,0,-34.04193982424406,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
133,False,"{'a': 0.75, 'e': 0.946042343528387}",20,13,-22.466210213742134,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 0}",1
134,False,"{'a': 0.75, 'e': 0.9452292804204778}",30,0,-137.83987974114578,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 3}",0
135,False,"{'a': 0.75, 'e': 0.944410309632643}",20,0,-101.48152208109062,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
136,False,"{'a': 0.75, 'e': 0.9435854362834473}",20,0,-63.58080416466857,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
137,False,"{'a': 0.75, 'e': 0.9427546655283462}",25,0,-231.21082616423024,"{0: 11, 1: 3, 2: 5, 3: 3, 4: 3}",0
138,False,"{'a': 0.75, 'e': 0.9419180025596545}",20,0,-23.604824859919095,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
139,False,"{'a': 0.75, 'e': 0.941075452606513}",25,0,-192.68816125203966,"{0: 14, 1: 2, 2: 4, 3: 2, 4: 3}",0
140,False,"{'a': 0.75, 'e': 0.9402270209348561}",25,0,-74.07303787360492,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
141,False,"{'a': 0.75, 'e': 0.9393727128473789}",20,0,-105.41261133037474,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
142,False,"{'a': 0.75, 'e': 0.9385125336835043}",25,0,-174.90153379737265,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
143,False,"{'a': 0.75, 'e': 0.9376464888193493}",25,0,-189.30297365866625,"{0: 13, 1: 1, 2: 8, 3: 0, 4: 3}",0
144,False,"{'a': 0.75, 'e': 0.9367745836676913}",30,0,-90.3316977044584,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
145,False,"{'a': 0.75, 'e': 0.9358968236779348}",20,0,-205.44309330833087,"{0: 6, 1: 5, 2: 5, 3: 1, 4: 3}",0
146,False,"{'a': 0.75, 'e': 0.935013214336077}",25,0,-167.36226905280145,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
147,False,"{'a': 0.75, 'e': 0.9341237611646731}",35,16,-113.3811475464644,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 2}",1
148,False,"{'a': 0.75, 'e': 0.9332284697228027}",20,0,-84.41353521671816,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
149,False,"{'a': 0.75, 'e': 0.9323273456060345}",30,0,-168.26812969132126,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
150,False,"{'a': 0.75, 'e': 0.931420394446391}",25,0,-33.72549245908033,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
151,False,"{'a': 0.75, 'e': 0.9305076219123143}",30,0,-95.37716701278454,"{0: 18, 1: 3, 2: 8, 3: 1, 4: 0}",0
152,False,"{'a': 0.75, 'e': 0.9295890337086296}",25,0,-91.42890246931398,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
153,False,"{'a': 0.75, 'e': 0.9286646355765102}",25,0,-164.70341306092936,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 4}",0
154,False,"{'a': 0.75, 'e': 0.9277344332934415}",30,0,-177.86194514859108,"{0: 15, 1: 8, 2: 4, 3: 0, 4: 3}",0
155,False,"{'a': 0.75, 'e': 0.9267984326731847}",20,0,-28.88105308303008,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",1
156,False,"{'a': 0.75, 'e': 0.9258566395657406}",20,0,-130.24785624504514,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
157,False,"{'a': 0.75, 'e': 0.9249090598573131}",20,0,-112.56819772862627,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
158,False,"{'a': 0.75, 'e': 0.9239556994702721}",35,8,-173.33793723726413,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 3}",1
159,False,"{'a': 0.75, 'e': 0.9229965643631173}",20,0,-76.16505320584355,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
160,False,"{'a': 0.75, 'e': 0.9220316605304396}",20,0,-153.5733031788221,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
161,False,"{'a': 0.75, 'e': 0.9210609940028851}",20,0,-84.98053300404203,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
162,False,"{'a': 0.75, 'e': 0.9200845708471163}",25,0,-10.246031872839062,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
163,False,"{'a': 0.75, 'e': 0.9191023971657747}",20,14,-14.476416488859302,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
164,False,"{'a': 0.75, 'e': 0.9181144790974427}",30,0,-182.55476068485868,"{0: 20, 1: 0, 2: 6, 3: 1, 4: 3}",0
165,False,"{'a': 0.75, 'e': 0.9171208228166051}",20,0,-180.74168799415705,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 3}",0
166,False,"{'a': 0.75, 'e': 0.9161214345336103}",20,0,-64.82798597740278,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
167,False,"{'a': 0.75, 'e': 0.9151163204946318}",25,0,-173.03619803384072,"{0: 12, 1: 2, 2: 8, 3: 1, 4: 2}",0
168,False,"{'a': 0.75, 'e': 0.9141054869816291}",20,0,-189.14782966408643,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 4}",0
169,False,"{'a': 0.75, 'e': 0.9130889403123083}",25,0,-150.61774310496344,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
170,False,"{'a': 0.75, 'e': 0.9120666868400829}",25,14,-54.85366005818128,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
171,False,"{'a': 0.75, 'e': 0.9110387329540337}",30,0,-207.79484232039093,"{0: 17, 1: 2, 2: 6, 3: 2, 4: 3}",0
172,False,"{'a': 0.75, 'e': 0.9100050850788691}",30,0,-94.68332023652648,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
173,False,"{'a': 0.75, 'e': 0.9089657496748851}",30,0,-99.75549660231962,"{0: 18, 1: 2, 2: 9, 3: 1, 4: 0}",0
174,False,"{'a': 0.75, 'e': 0.9079207332379245}",20,11,4.47675636845313,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.75, 'e': 0.9068700422993367}",25,0,-88.14300891970832,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
176,False,"{'a': 0.75, 'e': 0.9058136834259364}",20,0,-89.05397368742676,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
177,False,"{'a': 0.75, 'e': 0.9047516632199634}",25,0,-90.2925857698999,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
178,False,"{'a': 0.75, 'e': 0.9036839883190404}",25,0,-118.05880305800403,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 2}",0
179,False,"{'a': 0.75, 'e': 0.9026106653961321}",25,0,-53.175898323342516,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
180,False,"{'a': 0.75, 'e': 0.9015317011595033}",20,0,-84.32563172836059,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
181,False,"{'a': 0.75, 'e': 0.9004471023526769}",25,3,-54.071573774664635,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 1}",1
182,False,"{'a': 0.75, 'e': 0.8993568757543919}",25,9,-73.36995799650559,"{0: 9, 1: 3, 2: 3, 3: 0, 4: 1}",1
183,False,"{'a': 0.75, 'e': 0.8982610281785611}",30,0,-69.49021348121177,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
184,False,"{'a': 0.75, 'e': 0.8971595664742282}",25,11,-57.02380121034364,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
185,False,"{'a': 0.75, 'e': 0.8960524975255252}",30,8,-115.29647891986238,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 2}",1
186,False,"{'a': 0.75, 'e': 0.8949398282516295}",30,0,-283.5386367939938,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 5}",0
187,False,"{'a': 0.75, 'e': 0.8938215656067205}",20,0,-45.41818313254235,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
188,False,"{'a': 0.75, 'e': 0.8926977165799361}",20,4,-47.90538001959035,"{0: 9, 1: 3, 2: 3, 3: 1, 4: 0}",1
189,False,"{'a': 0.75, 'e': 0.891568288195329}",30,16,-88.91474055602067,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 2}",1
190,False,"{'a': 0.75, 'e': 0.8904332875118227}",20,0,-126.9047647685912,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
191,False,"{'a': 0.75, 'e': 0.8892927216231682}",20,9,-48.251450353413325,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
192,False,"{'a': 0.75, 'e': 0.8881465976578983}",35,19,-21.017105594562576,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
193,False,"{'a': 0.75, 'e': 0.8869949227792842}",20,7,-70.22397051233276,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 1}",1
194,False,"{'a': 0.75, 'e': 0.8858377041852901}",20,0,-118.69510342476053,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
195,False,"{'a': 0.75, 'e': 0.8846749491085283}",25,0,-130.12915324537585,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
196,False,"{'a': 0.75, 'e': 0.8835066648162144}",20,0,-61.96982837605739,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
197,False,"{'a': 0.75, 'e': 0.8823328586101215}",25,0,-130.45767252567816,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
198,False,"{'a': 0.75, 'e': 0.8811535378265344}",20,0,-92.97441669460486,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
199,False,"{'a': 0.75, 'e': 0.8799687098362042}",25,18,-5.813306210021781,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.75, 'e': 0.878778382044302}",30,0,-169.00755600988936,"{0: 18, 1: 2, 2: 6, 3: 2, 4: 2}",0
201,False,"{'a': 0.75, 'e': 0.8775825618903728}",25,9,-53.297440637162474,"{0: 11, 1: 0, 2: 3, 3: 2, 4: 0}",1
202,False,"{'a': 0.75, 'e': 0.8763812568482883}",35,0,-143.69520303016955,"{0: 25, 1: 0, 2: 7, 3: 1, 4: 2}",0
203,False,"{'a': 0.75, 'e': 0.8751744744262013}",25,1,-60.16799373410894,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 1}",1
204,False,"{'a': 0.75, 'e': 0.8739622221664981}",25,0,-84.24890539593301,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
205,False,"{'a': 0.75, 'e': 0.8727445076457513}",20,13,-10.68981644931999,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
206,False,"{'a': 0.75, 'e': 0.8715213384746726}",25,0,-164.37312153499514,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",0
207,False,"{'a': 0.75, 'e': 0.8702927222980654}",25,0,-48.12788919435169,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
208,False,"{'a': 0.75, 'e': 0.869058666794777}",20,6,-56.63444432809288,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 1}",1
209,False,"{'a': 0.75, 'e': 0.8678191796776499}",20,0,-127.87833083093535,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
210,False,"{'a': 0.75, 'e': 0.8665742686934749}",25,4,-137.8552259178987,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 3}",1
211,False,"{'a': 0.75, 'e': 0.8653239416229412}",30,0,-117.85298668098017,"{0: 15, 1: 8, 2: 6, 3: 0, 4: 1}",0
212,False,"{'a': 0.75, 'e': 0.8640682062805894}",30,0,6.146323213840441,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
213,False,"{'a': 0.75, 'e': 0.862807070514761}",25,0,-60.70127635266062,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
214,False,"{'a': 0.75, 'e': 0.8615405422075505}",20,0,-71.40356370995275,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
215,False,"{'a': 0.75, 'e': 0.8602686292747557}",25,0,-131.5835306716612,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
216,False,"{'a': 0.75, 'e': 0.8589913396658283}",25,0,-105.57048857476636,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
217,False,"{'a': 0.75, 'e': 0.8577086813638242}",25,0,-103.72777306518023,"{0: 14, 1: 2, 2: 7, 3: 2, 4: 0}",0
218,False,"{'a': 0.75, 'e': 0.8564206623853535}",25,0,-128.99343209371335,"{0: 10, 1: 3, 2: 11, 3: 1, 4: 0}",0
219,False,"{'a': 0.75, 'e': 0.8551272907805307}",30,0,-170.0950969174073,"{0: 16, 1: 0, 2: 11, 3: 2, 4: 1}",0
220,False,"{'a': 0.75, 'e': 0.8538285746329243}",25,0,-188.40945241397358,"{0: 13, 1: 1, 2: 6, 3: 3, 4: 2}",0
221,False,"{'a': 0.75, 'e': 0.8525245220595057}",25,9,-64.64641251031405,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 1}",1
222,False,"{'a': 0.75, 'e': 0.8512151412105995}",25,0,-131.29402548819212,"{0: 15, 1: 0, 2: 7, 3: 2, 4: 1}",0
223,False,"{'a': 0.75, 'e': 0.8499004402698315}",35,0,-176.85669335706945,"{0: 20, 1: 3, 2: 9, 3: 1, 4: 2}",0
224,False,"{'a': 0.75, 'e': 0.8485804274540785}",25,0,-252.36008180871895,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 5}",0
225,False,"{'a': 0.75, 'e': 0.8472551110134161}",20,0,-143.18920121600982,"{0: 12, 1: 2, 2: 1, 3: 3, 4: 2}",0
226,False,"{'a': 0.75, 'e': 0.8459244992310679}",25,0,-122.90919165789465,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
227,False,"{'a': 0.75, 'e': 0.8445886004233533}",25,0,-177.94728415205353,"{0: 13, 1: 1, 2: 7, 3: 2, 4: 2}",0
228,False,"{'a': 0.75, 'e': 0.8432474229396352}",30,0,-71.3031990670781,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",0
229,False,"{'a': 0.75, 'e': 0.8419009751622687}",25,0,-79.48456002828308,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
230,False,"{'a': 0.75, 'e': 0.8405492655065481}",20,0,-120.82092894122829,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
231,False,"{'a': 0.75, 'e': 0.8391923024206541}",20,0,-78.71614941570527,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
232,False,"{'a': 0.75, 'e': 0.8378300943856019}",25,0,-189.10276769732425,"{0: 15, 1: 1, 2: 4, 3: 2, 4: 3}",0
233,False,"{'a': 0.75, 'e': 0.8364626499151869}",25,0,-109.13056448489961,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
234,False,"{'a': 0.75, 'e': 0.835089977555933}",20,2,-9.774111052717954,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
235,False,"{'a': 0.75, 'e': 0.8337120858870376}",20,0,-140.46819662223191,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
236,False,"{'a': 0.75, 'e': 0.8323289835203194}",25,5,-79.43415739915388,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
237,False,"{'a': 0.75, 'e': 0.8309406791001636}",20,0,-124.34515203065313,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
238,False,"{'a': 0.75, 'e': 0.8295471813034682}",25,13,-9.137517963611607,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
239,False,"{'a': 0.75, 'e': 0.8281484988395901}",20,0,-128.27387885418165,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
240,False,"{'a': 0.75, 'e': 0.82674464045029}",20,8,-34.37992655053546,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
241,False,"{'a': 0.75, 'e': 0.8253356149096783}",25,0,-14.703752838833536,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
242,False,"{'a': 0.75, 'e': 0.82392143102416}",25,0,2.9766312681495504,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
243,False,"{'a': 0.75, 'e': 0.82250209763238}",20,0,-63.91804104822667,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
244,False,"{'a': 0.75, 'e': 0.8210776236051671}",30,0,-135.67789409117154,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
245,False,"{'a': 0.75, 'e': 0.8196480178454795}",20,0,-31.854025588768845,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
246,False,"{'a': 0.75, 'e': 0.8182132892883485}",30,5,-114.69504497729397,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",1
247,False,"{'a': 0.75, 'e': 0.8167734469008229}",20,12,1.4205277084035783,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.75, 'e': 0.8153284996819128}",25,7,-31.303588014866328,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 0}",1
249,False,"{'a': 0.75, 'e': 0.8138784566625339}",25,0,-52.9367871652241,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
250,False,"{'a': 0.75, 'e': 0.8124233269054502}",20,0,-97.58132047501117,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
251,False,"{'a': 0.75, 'e': 0.8109631195052179}",25,14,-22.434214381946834,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
252,False,"{'a': 0.75, 'e': 0.8094978435881285}",20,0,-52.81324046297628,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
253,False,"{'a': 0.75, 'e': 0.8080275083121519}",25,0,-86.52909338226847,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
254,False,"{'a': 0.75, 'e': 0.8065521228668785}",25,0,-85.83486142773474,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
255,False,"{'a': 0.75, 'e': 0.8050716964734628}",20,0,-28.62460711653032,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
256,False,"{'a': 0.75, 'e': 0.8035862383845647}",20,0,-116.19420434378995,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
257,False,"{'a': 0.75, 'e': 0.8020957578842927}",20,0,-133.6641426914294,"{0: 8, 1: 5, 2: 4, 3: 2, 4: 1}",0
258,False,"{'a': 0.75, 'e': 0.8006002642881448}",20,0,-142.06606543535946,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
259,False,"{'a': 0.75, 'e': 0.7990997669429512}",30,0,-43.895293386144715,"{0: 25, 1: 0, 2: 3, 3: 2, 4: 0}",0
260,False,"{'a': 0.75, 'e': 0.7975942752268155}",30,0,-168.23426686461139,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
261,False,"{'a': 0.75, 'e': 0.7960837985490559}",25,0,-145.66252523183294,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
262,False,"{'a': 0.75, 'e': 0.7945683463501467}",25,0,-6.442461044264493,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
263,False,"{'a': 0.75, 'e': 0.7930479281016595}",20,0,-81.25851504897018,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
264,False,"{'a': 0.75, 'e': 0.7915225533062031}",20,0,-91.29642405946782,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
265,False,"{'a': 0.75, 'e': 0.7899922314973651}",20,12,-31.57305412360012,"{0: 4, 1: 0, 2: 4, 3: 0, 4: 0}",1
266,False,"{'a': 0.75, 'e': 0.7884569722396518}",25,0,-218.45558646468442,"{0: 11, 1: 4, 2: 5, 3: 2, 4: 3}",0
267,False,"{'a': 0.75, 'e': 0.7869167851284287}",30,0,-195.27013926587483,"{0: 19, 1: 2, 2: 3, 3: 3, 4: 3}",0
268,False,"{'a': 0.75, 'e': 0.7853716797898601}",20,0,-126.93901626791273,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
269,False,"{'a': 0.75, 'e': 0.7838216658808492}",25,0,-13.106353483207172,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
270,False,"{'a': 0.75, 'e': 0.7822667530889783}",20,4,-35.8839923561901,"{0: 11, 1: 3, 2: 0, 3: 2, 4: 0}",1
271,False,"{'a': 0.75, 'e': 0.7807069511324468}",20,7,-63.639248732320965,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 1}",1
272,False,"{'a': 0.75, 'e': 0.7791422697600123}",30,0,-142.86173145005586,"{0: 18, 1: 5, 2: 4, 3: 1, 4: 2}",0
273,False,"{'a': 0.75, 'e': 0.7775727187509279}",20,10,-31.679744633930163,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
274,False,"{'a': 0.75, 'e': 0.7759983079148826}",25,0,-180.52047651752468,"{0: 14, 1: 4, 2: 2, 3: 2, 4: 3}",0
275,False,"{'a': 0.75, 'e': 0.7744190470919388}",25,0,-127.5600658893572,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
276,False,"{'a': 0.75, 'e': 0.7728349461524715}",20,12,-43.34333513361746,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
277,False,"{'a': 0.75, 'e': 0.7712460149971065}",20,11,-47.453183726175645,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
278,False,"{'a': 0.75, 'e': 0.7696522635566585}",20,0,-34.87154053299284,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
279,False,"{'a': 0.75, 'e': 0.7680537017920684}",20,0,-40.72077362126922,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
280,False,"{'a': 0.75, 'e': 0.7664503396943425}",25,0,-110.69647535511473,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
281,False,"{'a': 0.75, 'e': 0.7648421872844884}",25,0,-57.82234865354984,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
282,False,"{'a': 0.75, 'e': 0.7632292546134535}",30,0,-73.85434081338836,"{0: 26, 1: 0, 2: 1, 3: 1, 4: 2}",0
283,False,"{'a': 0.75, 'e': 0.7616115517620617}",25,0,-53.54388569119358,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
284,False,"{'a': 0.75, 'e': 0.7599890888409506}",20,0,-132.37419287311693,"{0: 10, 1: 0, 2: 7, 3: 2, 4: 1}",0
285,False,"{'a': 0.75, 'e': 0.7583618759905082}",20,0,-13.786032806968079,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
286,False,"{'a': 0.75, 'e': 0.7567299233808094}",20,0,-25.607503380457526,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
287,False,"{'a': 0.75, 'e': 0.7550932412115529}",35,0,-95.69566387805904,"{0: 26, 1: 4, 2: 3, 3: 0, 4: 2}",0
288,False,"{'a': 0.75, 'e': 0.7534518397119967}",30,0,-113.93343733813907,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
